best_concept,n_features,best_feature_id,best_precision,best_lift,top_smiles
sulfonyl,8,2173,1.0,10.486577181208052,CCCC1CCC(NC(=O)CCNS(=O)(=O)c2cccs2)CC1 | CC[C@@H](C)N(C)C(=O)CCNS(=O)(=O)c1ccccc1F | C[C@@H](CN(C)C(=O)CCNS(=O)(=O)c1ccccc1Cl)c1ccccc1 | CC(C)(C)c1cc(NC(=O)NCCCS(=O)(=O)c2ccccc2)no1 | O=C([O-])CC1CCN(C(=O)CS(=O)(=O)c2ccccc2)CC1
alcohol,3,554,1.0,10.264832683227263,CCOC(=O)c1cccc(OC[C@@H](O)Cn2cc[nH+]c2)c1 | CCCn1cc[nH+]c1C[C@@H](O)c1cccc(C(F)(F)F)c1 | Cn1ncc(C(=O)NC[C@H](O)c2ccc3ccccc3c2)c1-n1cccc1 | Cc1ccc(C(=O)NC[C@H](O)c2c(F)cccc2F)cc1Cl | Cc1ccc(F)cc1C(=O)NC[C@H](O)c1c(F)cccc1F
chlorine,3,305,1.0,7.695859627520394,CC(C)[NH2+]C[C@H](Cc1cccc(Cl)c1)c1cccc(Cl)c1 | CS(=O)(=O)NCCCNC(=O)C1(c2cccc(Cl)c2)CCOCC1 | COc1cccc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)c(=O)oc12 | CCc1ccc(-c2cn3ccn(-c4cccc(Cl)c4)c(=O)c3n2)cc1 | CC[NH2+][C@@H](c1ccc(Cl)c(Cl)c1)c1sccc1CC
pyridine,6,2725,1.0,5.947424765076722,CCCOc1ccc(CNC(=O)NC[C@@H](O)C(CC)CC)cn1 | CSc1ccc(C(=O)N[C@H](CO)c2ccccc2F)cn1 | Cc1ccc(CC(=O)NCc2c(C)cc(C)[nH]c2=O)cn1 | CC[NH2+]Cc1ccc(OCC#Cc2ccccc2)cn1 | Cc1ccc(OCC#CCNC(=O)c2ccccc2)cn1
ring_S,8,1461,0.95,5.78844747745552,CCCNC(=O)c1sc2cccc(F)c2c1N | CCOCCn1/c(=N/C(=O)c2ccc(F)cc2)sc2cccc(OCC)c21 | CCCn1/c(=N/C(=O)COc2ccc(Cl)cc2)sc2ccc(OC)cc21 | COCCn1/c(=N/C(=O)COc2ccc3ccccc3c2)sc2cc(OC)ccc21 | CCn1/c(=N/C(=O)c2cccc(C)c2)sc2cccc(F)c21
fluorine,2,2399,1.0,5.369992482010526,C=CCNS(=O)(=O)c1cc(C(=O)N(C)c2cccc(C#N)c2)ccc1F | Cc1ccc(C(=O)N2CC[C@@H](C(=O)[O-])[C@H]2C)c(F)c1 | COC[C@@H](O)C[NH+](C)CCC(=O)c1ccc(C)c(F)c1 | CC(=O)c1ccc(SCC(=O)N2CCC[C@H]2c2cccc(C)c2)c(F)c1 | NC(=O)c1ccc(NC(=O)[C@H]2C[C@H]2c2ccc(F)cc2)c(F)c1
amine_tertiary,2,2812,0.75,5.209056813446312,C[C@@H]1CCCCN1c1cc([C@@H](C)N)cc[nH+]1 | NC(=O)NC[C@H]1CCCCN1Cc1cc[nH]c1 | CC[C@@H]1CCCCN1Cc1cn2ccccc2n1 | C[C@@H]1CCCCN1CCC(=O)c1cc(F)cc(F)c1 | NC(=O)[C@H]1CCCCN1Cc1ccncc1
ring_O,9,2355,1.0,3.935148748622698,O=C(Nc1cnn(C[C@@H]2CCCO2)c1)c1cccnc1OCC(F)F | O=C(Nc1cnn(C[C@@H]2CCCO2)c1)N1CC[C@@H](c2ccccc2)C1 | Cc1ccc(SCCCC(=O)N(C[C@H]2CCCO2)c2nc3c(C)c(C)ccc3s2)cc1 | O=C(Nc1cnn(C[C@@H]2CCCO2)c1)N1CC[C@H]([N+]2=CCCC2)C1 | CN(C(=O)c1cnc([C@H]2CCCO2)s1)c1cc(Cl)cc(Cl)c1
halogen_any,4,492,1.0,3.0312215822976656,Cc1ccc(Nc2[nH+]cnc(Nc3ccc(F)cc3)c2N)cc1Cl | Cc1ccc(Nc2[nH+]cnc(NCc3ccc(Cl)cc3)c2N)cc1 | COc1ccc(NC(=O)Nc2c(-c3ccc(F)cc3)nc3ccccn23)cc1 | CC1CCN(c2nc3ccc(C(=O)NCc4ccc(Cl)cc4)cc3s2)CC1 | OCC1CCN(c2ccc(-c3nc(Cc4ccc(F)cc4)no3)c[nH+]2)CC1
aniline,11,2056,1.0,2.7199042593700704,CC(C)(C)C(=O)NCC(=O)N1CCN(c2ncnc3sccc23)CC1 | Cn1ccnc1C[C@@H]1CCCN(c2cnccc2C#N)C1 | O=C(Cc1ccccc1Cl)N1CCN(c2cnnc([O-])c2Cl)CC1 | O=C(Nc1cc(C(F)(F)F)ccc1F)N1CCN(c2ncc(-c3ccc(F)cc3)c3cccnc23)CC1 | CC(C)COc1cncc(N2CCN(c3ncnc4sccc34)CC2)n1
ether,11,1003,1.0,2.128293534244243,COc1ccc(OC)c(C(=O)COC(=O)COc2ccccc2F)c1 | COc1ccc(OC)c(C(=O)N2C[C@@H](C)Oc3ccc(Cl)cc32)c1 | COc1ccc(OC)c(CCC(=O)N[C@H](C)c2csc(C(C)C)n2)c1 | COc1ccc(OC)c(-c2cc3ccc4c(c3oc2=O)CN(C2CCCC2)CO4)c1 | COc1ccc(OC)c([C@@H](O)CNC(=O)CCc2cccc(F)c2)c1
amide,21,389,1.0,1.6443041304919757,CN(C(=O)Cc1ccc[nH]1)c1cccc(C#N)c1 | CN(C(=O)COCC(F)(F)F)c1ccccc1 | CCN(C(=O)c1ccncc1C#CCCO)C(C)C | CN(C(=O)C1CC1)c1ccccc1C(=O)Nc1cccc(C(=O)NC(C)(C)C)c1 | CN(C(=O)Cc1ccc[nH]1)[C@@H]1[C@H]2CCO[C@@H]2C1(C)C
aliphatic_ring,31,1289,1.0,1.573960399156357,CCCN[C@@]1(C#N)CCC[C@@H]([NH+]2CCC[C@H](CC)CC2)C1 | NS(=O)(=O)c1ccc(CNC(=O)[C@@H]2CC[C@H](C[NH3+])O2)cc1 | [O-]c1cc(COc2ccccc2)nc(-c2cccc(C[NH+]3CC[C@H](O)C3)c2)n1 | COC(=O)[C@@]1(N)CCC[C@@H]([NH+]2CC[C@H](N3CCCC3)C2)C1 | CCn1nc(C)c(CNC(=O)NC[C@@H]2CC[C@H](C(=O)N(C)C)O2)c1C
carbonyl_any,9,1784,1.0,1.4566642388929352,COCCNC(=O)c1ccc(NCC(=O)N(C)C2CCCCC2)cc1 | CCNC(=O)c1ccc(CNS(=O)(=O)c2cn(C)cn2)cc1 | CCOC(=O)c1ccc(NC(=O)NCc2cc[nH+]cc2)cc1 | COC(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2)cc1 | COC(=O)c1ccc(C(=O)N[C@@H](C)c2ccccn2)cc1
benzene,11,592,1.0,1.3610997686130393,CN1CC[NH+](Cc2cc(Cc3c[nH]c4cc5ccccc5cc4c3=O)ccc2O)CC1 | Cc1ccc(C)c2sc(OC3CCN(C(=O)COc4ccc5ccccc5c4)CC3)[nH+]c12 | COc1ccc(Cl)c2sc(N3CCN(C(=O)COc4ccc5ccccc5c4)CC3)nc12 | COc1ccc(C)c2sc(N3CC[NH+](CCNC(=O)c4cc5ccccc5oc4=O)CC3)nc12 | Cc1ccc(Cl)c2sc(N3CCN(CCNC(=O)c4nc5ccccc5s4)CC3)nc12
ring_N,12,1944,1.0,1.267941370391033,COC(=O)C[NH+]1CC[C@@H](C)[C@@H](n2ccnc2)C1 | O=C(COc1ccccc1CN1CCC[C@@H](n2cccn2)C1)NCC1CC1 | CCCOc1cc(CN2CC[C@@H](C)[C@H](n3ccnc3)C2)ccc1OC | Cc1cc(C)c(C)c(S(=O)(=O)N[C@@H](C)c2ccc(-n3ccnc3)cc2)c1C | C[C@@H](O)CC(C)(C)CNC(=O)NCc1cccc(-n2cncn2)c1
aromatic_ring_any,15,124,1.0,1.076287239538488,C=CC/[NH+]=c1\cc(C)oc(O)c1C(=O)CCC | Nc1cc(Cl)c(S(=O)(=O)/N=c2\[nH]ccs2)c(Cl)c1 | C=CC/[NH+]=C(\O)c1ccccc1/N=C(\O)c1cccc(OC)c1 | Cc1cccc(OCC/[NH+]=C(\O)c2ccc3c(c2)N=C(O)CS3)c1 | COc1cccc(C/[NH+]=C(\O)c2ccc(N3CCCC3)c(N/C(O)=N/c3ccccc3F)c2)c1
chiral_center,7,848,1.0,1.0029084344599335,COc1ccc([C@@H](C)[C@@H](C)[NH2+]C2CC2)cc1F | COc1cccc(F)c1[C@@H](C)[NH2+]C[C@@H]1CN(C2CC2)CCO1 | COc1ccc([C@H](C)[C@@H](C)[NH2+]C[C@H]2CCCN2S(C)(=O)=O)cc1 | Cc1nc(C)c(C[NH2+]C[C@@H]2CCCO2)s1 | CCC[C@H](C)[NH+](C)C1CCC([NH2+]C)CC1
