feature_id,n_active,best_concept,best_precision,best_lift,mcs_smarts,mcs_size,top_smiles
2575,4623,benzene,1.0,1.3610997686130393,"[#7](:,-[#6]:,-[#6]-,:[#6]:,-[#6]:,-[#6]):,-[#6]",7,Cc1ccc(-c2nc(NC(=O)c3ccc(COc4ccccc4Cl)o3)sc2C)cc1C | N[C@H]1CCN(c2ccc(-c3nc(Cc4ccccc4)no3)cn2)C1 | Cc1c(/C([O-])=N/c2nc(-c3cc4ccccc4o3)cs2)cnn1-c1ccccc1 | N#Cc1csc(-c2nc(-c3ccc(Oc4ccccc4)nc3)no2)c1 | OC[C@H]1CCCN(c2ccc(-c3nc(CCc4ccccc4)no3)cn2)C1
1205,10040,amine_tertiary,0.95,6.598138630365328,[#6]-[#6]-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,8,COC(=O)c1ccccc1C[NH+](C)C[C@H](O)CN1CCOCC1 | CC(C)C[C@H](CNC(=O)[C@H]1CCO[C@H]1C)N1CCOCC1 | CC(C)CC(C)(C)CNC(=O)NC[C@H]([C@@H]1CCOC1)N1CCOCC1 | COc1cccc(C[NH2+]Cc2cccc(C)c2)c1OC[C@H](O)CN1CCOCC1 | CN(CC[C@H]1CCCC[NH+]1C)C(=O)NCC(C)(C)N1CCOCC1
2166,18471,ring_O,0.75,2.9513615614670234,"[#6]-,:[#6]-,:[#6]-,:[#6]",4,CCC(CC)(NC(=O)[C@H]1CCCCCN1)C(=O)[O-] | CCOc1ccc(Br)cc1C(=O)[C@H]1CCCNC1 | [NH3+]c1csc([C@@H]2CCCOC2)n1 | O=C(CCn1c(-c2ccccn2)cc2ccc[nH+]c21)N[C@H]1CCCOC1 | O=C(Cc1ccc(O)cc1)[C@H]1COCCO1
962,14871,carbonyl_any,1.0,1.4566642388929352,"[#6](-[#8])-,:[#6]-,:[#6]-,:[#6]-,:[#6]",6,O=C([O-])[C@@H]1c2[nH]cnc2CC[NH+]1Cc1ccc(OCc2ccccn2)cc1 | O=C([O-])[C@H]1Cc2[nH]c[nH+]c2CN1C(=O)c1ccc[nH]c1=O | O=C([O-])[C@@H]([NH2+]Cc1ccccc1)c1cccc(F)c1 | O=C([O-])[C@H](CCc1ccc[nH+]c1)Cc1ccccc1Cl | O=C([O-])[C@H]1Cc2nc[nH]c2CN1C(=O)c1ccc(F)cc1
1028,14156,ether,0.7,1.48980547397097,"[#6]-,:[#6]-,:[#6]-,:[#6]",4,CCCC[C@](CC)(C[C@H](O)COC)C(=O)[O-] | CCc1cc2c(cc3n2C[C@](C)(C(=O)NC2CCCCC2)N(Cc2ccccc2Cl)C3=O)s1 | Cc1cc2c(cc3n2C[C@@](C)(C(=O)NC2CCCCCC2)N(CC[NH+]2CCOCC2)C3=O)o1 | Cc1ccc(CN2C(=O)[C@@](O)(CC(=O)c3cccc(N)c3)c3ccccc32)cc1 | Cc1noc(C)c1C(=O)N1CCOC[C@](O)(C[NH+]2CCCC2)C1
442,13704,ring_S,0.75,4.5698269558859375,"[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]",5,CCCCOc1ccc(-c2nc3s/c(=C\c4ccccc4Cl)c(=O)n3n2)cc1 | CCCOc1ccc(-c2nc3s/c(=C\c4cccc(Cl)c4)c(=O)n3n2)cc1 | CC/C(=C\c1ccc2ccccc2[nH+]1)CO | CCCCCCOc1ccc(-c2nc3s/c(=C/c4ccc(OCc5ccccc5)cc4)c(=O)n3n2)cc1 | CCCCCOc1ccc(-c2nc3s/c(=C\C=C\c4ccccc4)c(=O)n3n2)cc1
1953,24188,aliphatic_ring,0.9,1.4165643592407215,"[#6]-,:[#6]-,:[#7]-,:[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",8,COc1ccc2c(c1)=C1CC[NH2+][C@@H](c3ccccc3C)[C@H]1[NH+]=2 | C#CCN1C(=[NH2+])[C@@H](c2ccccc2C2CC2)N=C1C | CCOc1nc2ccccc2nc1N1CC[NH2+][C@@H](C(=O)[O-])C1 | CCOc1ccc2c(c1)[C@H]([NH2+][C@@H](C)C(=O)N1CCCCC1)CCO2 | CCOc1ccc2c(c1)[C@@H]([NH2+][C@@H]1CCN(C(C)C)C1=O)CCO2
428,5310,nitrile,0.9,21.551724137931036,"[#6]:,-[#6]:,-[#6]",3,N#CCc1ccc(S(=O)(=O)NC[C@H]2C[C@@H]2c2ccccc2)cc1 | N#CCc1ccc(S(=O)(=O)NCC(=O)[O-])cc1 | C#CCOc1ccc(CCNS(=O)(=O)CCC)cc1 | CC#CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1 | N#Cc1c(Cl)nsc1N[C@@H]1CCN(c2c(F)cccc2F)C1=O
2569,21089,ring_N,1.0,1.267941370391033,"[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]",6,CC[C@H](C(=O)NC1(CN2CCOCC2)CCCC1)n1cccn1 | C[C@@H](C(=O)N(C)CCCOc1ccc(F)cc1)n1cncn1 | O=C(NCc1cccc[nH+]1)[C@H](c1ccccc1)n1cnnn1 | O=C([O-])c1c(F)cccc1-n1nccn1 | Cc1cc(C[NH+]2CCCC[C@@H]2C[NH+]2CCOCC2)ccc1-n1cncn1
1033,21455,aromatic_ring_any,1.0,1.0762872395384881,"[#6]:,-[#6]-[#16](=[#8])-[#6]",5,C[C@@H]1C(=O)c2cc(Cl)ccc2[S@](=O)[C@H]1C | C=CCn1c(C2CC2)nnc1[S@](=O)[C@H](C)C(=O)N(C)Cc1ccccc1 | Cc1ccc(C)c([S@@](=O)[C@H](C)c2nc(-c3ccc(Cl)cc3)no2)c1 | CC(C)n1cnnc1[S@](=O)[C@@H](C)C(=O)Nc1ccc(F)c(F)c1 | C=CCn1c(C2CC2)nnc1[S@@](=O)[C@@H](C)C(=O)NCCCC
1020,7933,ether,1.0,2.128293534244243,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#8]-[#6],10,COc1cc(C(=O)NCCC(=O)N2CCC3(CC2)NCCc2[nH+]c[nH]c23)cc(OC)c1OC | COc1cc(C(=O)N2CCC[C@H](c3ncccc3S(C)(=O)=O)C2)cc(OC)c1OC | COc1cc(C[NH+]2CCN(S(=O)(=O)Cc3ccccc3)CC2)cc(OC)c1O | COc1cc([N-]S(=O)(=O)c2cc3c(cc2Cl)n(C)c(=O)n3C)cc(OC)c1 | COc1cc(NC(=O)C2(c3ccccc3)CCOCC2)cc(OC)c1OC
2284,8013,aliphatic_ring,1.0,1.573960399156357,"[#6]-,:[#6]-,:[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1",8,O[C@]1([C@H]2CCOC3(CCCCC3)C2)CCc2ccccc21 | CCOCCNC(=O)C[NH+](C)[C@H]1CCc2ccccc21 | COCC(=O)C[C@@H]1CS(=O)(=O)c2ccccc21 | O=C(CCSc1ccc(F)cc1)NC[C@H]1CCCc2ccccc21 | O[C@H]1C[NH+](Cc2ccc(Cl)s2)Cc2ccccc21
1692,12183,aromatic_ring_any,0.95,1.0224728775615637,"[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]:,-[#6]:,-[#6]",7,CCCC[C@@H]([NH2+]CC)[C@@H]1C[NH+](CCC)CCO1 | COc1ccc2c(c1)[C@H]([NH2+]CCC(=O)N(C)C)CC2 | C[C@H]([NH2+]CCC#N)c1cc(F)ccc1O | CCOc1ccc2c(c1)[C@@H]([NH2+][C@@H]1CCN(C(C)C)C1=O)CCO2 | CCOc1ccc2c(c1)[C@H]([NH2+][C@@H](C)C(=O)N1CCCCC1)CCO2
2592,26476,aliphatic_ring,1.0,1.573960399156357,"[#6](-,:[#6]-,:[#6]-,:[#7]-,:[#6]):,-[#6]",6,Cc1ccsc1[C@H]([NH3+])[C@]1([NH+](C)C)CCC[C@H](C)C1 | O=C1N(CC2CCCCC2)CCC[C@@]1(O)C[NH2+]Cc1cccc2[nH]ccc12 | Cc1ccc([C@@H]2CN3C(=O)CN(CCCc4ccccc4)C(=O)[C@@]3(C)c3[nH]c4ccccc4c32)cc1 | O=C([O-])[C@@]1([NH2+]C2CC2)CCC[C@H]1CCSc1nncs1 | C[C@]1(CO)[C@H]2Cc3sc(Nc4ccc[nH+]c4)nc3[C@@H](CC(=O)NC3CC3)[C@@]2(C)CC[C@H]1O
2192,6315,amide,1.0,1.6443041304919757,"[#6](-[#6]:,-[#6]:,-[#6])-[#7](-[#6]-[#6])-[#6]-[#6]",9,O=C(c1ccncc1)N1CC[C@H]([NH+]2CCCC2)C1 | O=C(c1ccncc1)N1CC[C@@H](Cc2cncc3ccccc23)C1 | O=C(c1ccoc1)N1CCC[C@@H](C(=O)N2CCC[C@@H]2c2ccsc2)C1 | O=C(c1ccccc1)N1CC[C@H]([NH2+]C2Cc3ccccc3C2)C1 | O=C(c1cccnc1)N1CC[C@H](c2cc(CCO)n[nH]2)C1
1349,15838,benzene,1.0,1.3610997686130393,"[#7](-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]):,-[#6]",7,CCOc1ccccc1-n1cnc(C#N)c1N | CC1(C)CCN1C(=O)c1c[nH]nc1-c1ccccc1F | Cn1ccnc1-c1ccccc1C(=O)N1CCc2[nH]nc(C(C)(C)C)c2C1 | Cc1ccccc1-n1cc(-c2ccccc2F)cn1 | Cn1cnnc1-c1cccc(NC(=O)c2nc[nH]n2)c1
933,7253,ring_S,0.8,4.874482086278333,"[#6]-[#6]:,-[#7]:,-[#6]-,:[#6]:,-[#6]:,-[#6]",7,Cc1ccc([O-])c(C(=O)N2CCCN(c3nc(C)ns3)CC2)c1 | CC(=O)c1ccc(C(=O)N2CCCN(c3nc(C)ns3)CC2)cc1 | C#CCN1CCC(C(=O)Nc2cccc(-c3nc(C)cs3)c2)CC1 | COC(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1cccc(-c2nc(C)cs2)c1 | COC(=O)c1cccc(C[NH+]2CCCN(c3nc(C)ns3)CC2)c1
732,3603,aliphatic_ring,0.9,1.4165643592407215,"[#6]-,:[#6](:,-[#6]:,-[#6]:,-[#6]:,-[#6]):,-[#6]:,-[#7]",8,COc1ccc(NC(=O)N2CCN(Cc3cc(=O)n4nc(-c5ccc(C)cc5)sc4n3)CC2)cc1 | COc1cccc(-c2nn3c(=O)cc(C[NH+]4CCN(C(=O)c5ccc(C(C)C)cc5)CC4)nc3s2)c1 | Cc1cccc(N2CCN(C(=O)COc3cc4oc(=O)cc(C)c4cc3Cl)CC2)c1C | Cc1cccc(NC(=O)N2CCN(Cc3cc(=O)n4nc(-c5ccccc5F)sc4n3)CC2)c1C | CN1CCN(Cc2ccc(C(=O)N3CCN(Cc4nc(-c5ccc(Cl)cc5)no4)CC3)cc2)CC1
175,9718,amide,0.95,1.5620889239673768,"[#6]-,:[#6]-,:[#6]-,:[#6]",4,C=CCCC[C@H](C)[NH+]1CCC[C@H](N2CCCC2=O)C1 | CC[C@@H](C)C[C@H](C)NC(=O)Cc1csc(N2CCCNC2=O)n1 | C[C@@H]1CCC[C@H](CC[NH+](C)CCN2CCCC2=O)C1 | CC(C)(C)[C@@H](O)C[NH+]1CCN(CCN2CCCC2=O)CC1 | Cn1cc(CC[NH+]2CCC[C@H](N3CCCC3=O)C2)cn1
762,11008,aliphatic_ring,1.0,1.573960399156357,"[#6]-[#6]-[#7](-[#6]-,:[#6])-[#6]-[#6]",7,C#CCN1CCN([C@H](C)C(=O)Nc2c(C)nn(-c3ccccc3)c2C)CC1 | CC(C)OCCN1CCN([C@H](C)C(=O)N[C@@H](C)c2ccc(Cl)cc2)CC1 | COCCCCC(=O)N1CCN([C@H]2C[C@H]3CC[C@@H]2C3)CC1 | CC(C)C(=O)N1CCN(C(=O)[C@@H](C)NC(=O)c2ccccc2Cl)CC1 | CNC(=O)CN1CCN(S(=O)(=O)N2CCc3ccccc3C2)CC1
563,11887,bromine,1.0,22.893772893772894,"[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]-,:[#6]",6,O=C(NC[C@H](O)c1ccsc1)c1ccccc1Br | O=C(NC[C@@H](O)c1cccs1)c1ccccc1Br | O=C(NCCCN1CCCCCC1=O)c1cc(Br)ccc1[O-] | CC(C)(C)[NH2+]C[C@H](O)COc1ccccc1Br | O=C1CCCN1C[C@H]1CCCCN1Cc1cc(O)ccc1Br
2756,5940,aliphatic_ring,0.9,1.4165643592407215,"[#6](:,-[#6]:,-[#6]:,-[#6]-,:[#7]):,-[#6]:[#6]",7,Clc1ccc(NC[C@@H]2CSc3ccccc32)cc1 | COc1cc(CCNC(=O)N[C@@H]2CCc3ccccc32)ccc1F | Cc1c(C(=O)N[C@@H]2CCc3ccccc32)cnn1C(C)C | Cc1csc(NC(=O)N[C@H]2CCc3ccccc32)n1 | CCc1nc(CN[C@H]2CCCc3ccccc32)cs1
959,9935,aliphatic_ring,1.0,1.573960399156357,"[#6](-,:[#6]-,:[#7](-[#6]-[#6])-,:[#6]-,:[#6])-[#6]",8,CN[C@H](C#N)CCN1C[C@H]2CCCC[NH+]2C[C@@H]1C | CCCN[C@](C)(C#N)C[C@@H](C)N1C[C@@H]2CCC[NH+]2C[C@@H]1C | [H]/N=C(/N)c1c(F)cccc1N1C[C@H]2CCCC[NH+]2C[C@H]1C | Cc1cc(C)cc(C(=O)NC[C@@H]2C[C@@H](O)C[NH+]2Cc2ccccc2)c1 | CCN[C@]1(C(N)=O)CC[C@@H](N(C)C[C@@H]2CCC[NH+]2CC)C1
1018,10085,amide,0.8,1.3154433043935807,"[#6]-,:[#6]-,:[#6]-[#7]",4,C[C@@H]([NH3+])C(=O)NCC(=O)[O-] | CC[C@H](C)[C@@H]([NH3+])C(=O)N(CC)CC(C)C | CC(C)C[C@H](C[NH3+])C(=O)N(C)[C@@H](C)c1ccccc1F | C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)[O-] | CC(C)(C)[C@@H]([NH3+])C[S@@](=O)c1cccc(F)c1
357,9569,pyridine,1.0,5.947424765076722,[#6]1:[#6]:[#6]:[#6]:[#6]:[#7]:1,6,Cc1ccc(C(=O)N(C)CCCc2ccccc2)cn1 | CN(C)C(=O)c1ccc(C#N)cn1 | CC[NH2+]Cc1ccc(OCC#Cc2ccccc2)cn1 | CN(CC(N)=O)c1ccc(C#N)cn1 | Cc1ccc(C(=O)N2CCCCC[C@@H]2C[C@@H](C)O)cn1
486,11239,imidazole,0.85,20.142180094786728,"[#6]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#7]",6,Cn1cc[nH+]c1[C@@H](NC(=O)c1ccc(COc2ccc3ccccc3c2)o1)c1ccc(Cl)cc1 | Nc1ccc[nH+]c1S[C@@H]1CCO[C@]2(CCOC2)C1 | Cn1cc[nH+]c1[C@@H](NC(=O)N1CCc2ccccc21)c1ccc(F)cc1 | Cc1ccc[nH+]c1C[C@H](O)c1ccc(F)cc1Cl | Cc1ccc[nH+]c1[C@H](Cc1ccsc1)NCc1cnn(C)c1
1496,9600,ring_N,1.0,1.267941370391033,"[#6]:,-[#7]:,-[#6]",3,C[C@@H]1COCCN1c1ccc(NC(=O)[C@@H]2C[C@@H]2c2ncn[nH]2)cc1 | C[C@H]1[C@@H](NCCc2ncn[nH]2)CC(=O)N1Cc1ccccc1 | Cn1nc(C(C)(C)C)cc1C(=O)Nc1ccc(-c2ccn[nH]2)cc1 | CC(C)[C@H](C)CC(=O)N1CCC[C@H](c2ncc[nH]2)C1 | Cc1ccc(C)c([C@H](C)NC(=O)c2ccccc2-c2nnn[nH]2)c1
